Day,Month,Years,Time,Latitude,Longitude,Depth,Mag,Place
20,11,2010,21:24:42,-4.866,102.96,66.3,4.9, Pagar Alam
15,11,2010,20:55:00,-3.112,101.266,58.9,5,Sungai Penuh
29,10,2010,18:10:30,-4.857,101.715,35,4.2, Bengkulu
26,10,2010,17:02:32,-5.015,101.909,24,4.5, Bengkulu
25,10,2010,22:16:51,-4.453,102.619,63,4.9, Bengkulu
22,10,2010,21:56:29,-4.664,102.542,57.5,4.3,Bengkulu
19,10,2010,23:04:08,-4.706,102.597,54.1,4.7, Pagar Alam
18,10,2010,23:13:16,-3.351,101.635,69.6,4.9,Bengkulu
16,10,2010,13:08:37,-5.602,103.788,35,4.8, Kotabumi
13,10,2010,19:49:13,-5.531,101.823,11.3,4.3, Bengkulu
9,10,2010,0:24:09,-4.781,101.848,43.1,4.2, Bengkulu
7,10,2010,10:33:42,-4.206,101.927,55.7,4.5,Bengkulu
5,10,2010,12:27:43,-4.588,102.068,51.6,4.7, Southrern Sumatra
5,10,2010,10:12:15,-4.06,101.173,50.3,4.6, Bengkulu
4,10,2010,4:52:40,-2.223,100.859,74.1,4.7,Sungai Penuh
2,10,2010,0:30:03,-4.517,102.511,55,4.1, Bengkulu
10,9,2010,8:13:59,-4.486,102.07,35,4.4, Bengkulu
6,9,2010,17:15:36,-4.118,103.585,138.5,5.2,Tanjungagung
5,9,2010,9:08:05,-4.296,100.889,24.6,4.5, Bengkulu
3,9,2010,17:06:50,-3.65,101.961,73.2,5.6, Bengkulu
1,9,2010,16:42:32,-4.311,102.195,61.4,4.4, Bengkulu
27,8,2010,15:49:18,-5.568,101.612,35,4.6, Bengkulu
27,8,2010,0:56:15,-5.27,102.947,61.8,4.9, Pagar Alam
24,8,2010,9:00:13,-2.925,102.025,112.5,4.6,Curup
19,8,2010,11:14:08,-3.286,102.707,91.2,4.3, Lubuklinggau
17,8,2010,15:02:00,-4.867,103.015,66.5,4.5, Pagar Alam
5,8,2010,1:35:35,-2.978,101.078,51.5,4.2,Sungai Penuh
28,7,2010,10:09:24,-3.166,100.834,35,4.8,Sungai Penuh
27,7,2010,8:26:20,-3.594,101.918,86.8,4.8, Bengkulu
23,7,2010,14:34:13,-4.533,102.451,35,5.1, Bengkulu
22,7,2010,0:17:57,-5.15,100.993,35,4.6, Bengkulu
21,7,2010,22:25:32,-5.001,101.131,25.7,5.2, Bengkulu
15,7,2010,7:36:32,-5.112,104.387,71,4.2, Kotabumi
13,7,2010,16:52:21,-2.427,101.496,7.1,4.4,Sungai Penuh
8,7,2010,11:34:45,-2.964,102.139,63.6,4.4,Curup
30,6,2010,0:49:16,-4.503,101.398,32.4,4.8, Bengkulu
27,6,2010,8:47:42,-4.489,101.342,27.6,5.4, Bengkulu
12,6,2010,13:36:42,-5.409,102.821,45.6,4.9, Pagar Alam
8,6,2010,1:42:36,-2.748,101.583,151.4,4.4,Sungai Penuh
5,6,2010,10:16:37,-4.833,102.437,35,4.5,Bengkulu
4,6,2010,14:28:58,-4.289,102.346,59,4.9, Bengkulu
30,5,2010,2:46:36,-3.908,101.078,38.4,4.1,Bengkulu
28,5,2010,18:32:41,-3.864,100.966,24.1,5.3,Bengkulu
14,5,2010,0:29:46,-2.652,101.857,62.3,4.6,Sungai Penuh
13,5,2010,22:11:54,-3.283,102.925,193.2,4.7,Lubuklinggau
10,5,2010,22:27:33,-4.461,101.957,47.8,4.7, Bengkulu
10,5,2010,14:47:38,-4.616,103.197,67.2,4.1, Pagar Alam
10,5,2010,0:25:29,-2.881,101.101,56.7,4.6,Sungai Penuh
6,5,2010,9:13:08,-3.879,101,27.8,5.2,Bengkulu
6,5,2010,6:51:17,-4.322,100.992,25.8,4.7, Bengkulu
6,5,2010,6:14:50,-4.305,100.955,22.5,4.6, Bengkulu
5,5,2010,16:57:05,-4.132,101.159,30.3,4, Bengkulu
5,5,2010,16:39:41,-3.933,101.099,44.4,4.7,Bengkulu
5,5,2010,16:29:03,-4.054,101.096,27,6.5, Bengkulu
11,4,2010,5:59:29,-5.556,101.728,13.7,5.2, Bengkulu
8,4,2010,8:58:20,-5.02,105.064,198.7,4.7, Terbanggi Besar
1,4,2010,13:02:00,-3.675,101.092,54.2,4.7,Bengkulu
22,3,2010,18:40:49,-4.57,101.77,35,4.2, Bengkulu
21,3,2010,22:40:44,-3.492,102.279,96.4,4.9, Curup
21,3,2010,9:56:26,-4.54,101.802,37.9,4.4, Bengkulu
17,3,2010,4:46:15,-4.643,102.828,70,5, Pagar Alam
15,3,2010,19:31:02,-1.419,101.034,40,4.6, Sijunjung
6,3,2010,2:24:54,-2.695,101.031,79.4,4.4,Sungai Penuh
5,3,2010,18:05:52,-3.881,100.858,33.8,4.5,Bengkulu
5,3,2010,16:09:29,-3.758,100.943,35,5.4,Bengkulu
5,3,2010,16:07:00,-3.762,100.991,26,6.8,Bengkulu
22,2,2010,23:47:44,-3.531,101.522,55.2,4.9, Bengkulu
12,2,2010,17:31:18,-2.135,100.935,35,4.5, Sungai Penuh
7,2,2010,4:47:05,-3.419,102.915,132.8,4.3, Lubuklinggau
31,1,2010,7:02:46,-2.878,100.906,50.7,5,Sungai Penuh
25,1,2010,15:55:43,-4.259,102.69,61.5,4.9, Pagar Alam
17,1,2010,11:18:26,-2.478,101.923,150.6,4.4,Sungai Penuh
1,1,2010,18:29:45,-1.9,101.136,27.4,4.3,Sungai Penuh
10,12,2009,3:02:37,-1.977,100.872,88,4.6, Sungai Penuh
8,12,2009,0:11:36,-4.803,103.105,73.3,5, Pagar Alam
30,11,2009,23:15:53,-4.559,101.994,39.4,4.4, Bengkulu
28,11,2009,14:10:43,-2.251,100.866,35,4.5,Sungai Penuh
18,11,2009,21:55:40,-3.936,100.856,35,4.7,Bengkulu
12,11,2009,19:39:16,-4.731,103.121,69.2,5.4, Pagar Alam
2,11,2009,22:19:03,-4.423,101.79,52.6,4.5,Bengkulu
31,10,2009,22:50:03,-5.003,102.979,67.5,5, Pagar Alam
31,10,2009,4:44:27,-3.635,101.984,81,4.7, Bengkulu
18,10,2009,10:47:29,-3.54,101.507,59.1,4.6, Bengkulu
9,10,2009,20:55:25,-4.829,102.887,87.1,4.2, Pagar Alam
5,10,2009,21:12:44,-4.555,102.635,35,4.4, Pagar Alam
5,10,2009,10:27:59,-5.083,102.406,35,4.5,Bengkulu
3,10,2009,1:34:06,-2.48,101.512,10,4.4,Sungai Penuh
2,10,2009,14:54:06,-2.5,101.696,10,4.5,Sungai Penuh
2,10,2009,10:24:16,-2.572,101.573,10,4.5,Sungai Penuh
1,10,2009,3:40:22,-2.355,101.657,10,4.8,Sungai Penuh
1,10,2009,3:17:03,-2.597,101.46,10,4.4, Sungai Penuh
1,10,2009,2:20:30,-2.415,101.424,10,5.3, Sungai Penuh
1,10,2009,1:52:27,-2.482,101.524,9,6.6,Sungai Penuh
29,9,2009,2:04:08,-5.177,100.968,30.4,4.6, Bengkulu
24,9,2009,11:22:09,-2.881,101.15,35,4.5,Sungai Penuh
16,9,2009,23:47:01,-4.499,102.667,69.6,5, Pagar Alam
9,9,2009,4:02:14,-5.435,103.626,71.9,5, Kotabumi
8,9,2009,18:16:06,-1.85,100.871,56.4,4.4,Sungai Penuh
8,9,2009,15:20:23,-2.98,101.03,47.2,4.9,Sungai Penuh
22,8,2009,10:30:03,-2.921,101.077,60.2,4.7,Sungai Penuh
17,8,2009,0:07:14,-4.317,101.81,38.7,5.3,Bengkulu
10,8,2009,4:52:31,-4.893,101.751,58.4,4.6, Bengkulu
29,7,2009,9:31:07,-5.517,101.581,3.9,5.2, Bengkulu
28,7,2009,8:43:45,-5.497,101.705,16,5.6, Bengkulu
26,7,2009,23:10:23,-4.811,102.895,40,5.7, Pagar Alam
22,7,2009,13:06:24,-3.661,101.137,47.5,4.7,Bengkulu
12,7,2009,15:25:07,-3.793,101.053,28.5,4.7,Bengkulu
4,7,2009,14:44:10,-3.764,101.834,35,4.5, Bengkulu
3,7,2009,10:26:36,-2.58,102.3,163.5,5,Lubuklinggau
22,6,2009,21:25:30,-4.261,102.204,51.6,4.6, Bengkulu
20,6,2009,9:21:23,-4.99,103.049,46.2,5.4, Pagar Alam
20,6,2009,4:00:26,-5.422,105.593,183.9,4.6, Bandar Lampung
11,6,2009,0:18:14,-4.942,102.844,35,4.7, Pagar Alam
11,6,2009,0:15:56,-4.885,102.898,22.2,5.3, Pagar Alam
6,6,2009,18:07:42,-4.444,102.782,35,4.3, Pagar Alam
18,5,2009,10:09:47,-4.26,101.241,35,5, Bengkulu
10,5,2009,8:58:24,-5.443,101.136,31.1,5.2, Bengkulu
27,4,2009,9:33:39,-5.128,103.451,35,4.9, Pagar Alam
12,4,2009,23:38:13,-4.56,102.075,35,4.1, Bengkulu
3,3,2009,11:24:05,-4.36,102.119,35,4.3, Bengkulu
24,2,2009,10:02:33,-4.966,102.953,35,4.5, Pagar Alam
6,2,2009,3:02:26,-4.597,102.706,64.4,4.6, Pagar Alam
2,2,2009,9:04:34,-4.546,102.759,50.7,5, Pagar Alam
1,1,2009,18:37:24,-4.326,101.236,26.5,5.3, Bengkulu
1,1,2009,16:57:53,-4.332,101.298,19,5.5, Bengkulu
31,12,2008,0:06:25,-4.363,101.242,10,4.1, Southrern Sumatra
30,12,2008,20:32:38,-4.366,101.191,10,5.1, Bengkulu
30,12,2008,20:05:27,-4.311,101.254,10,4.5, Bengkulu
30,12,2008,19:49:52,-4.297,101.217,20,5.9, Bengkulu
30,12,2008,5:38:55,-4.793,101.836,35,4.7, Bengkulu
23,12,2008,15:15:46,-2.443,102.048,35,4.8,Sungai Penuh
20,12,2008,0:02:51,-4.432,102.293,35,4.5, Bengkulu
15,12,2008,21:18:10,-2.829,101.042,48.7,5.3, Southrern Sumatra
1,12,2008,17:31:38,-4.733,101.829,35,4.2, Southrern Sumatra
28,11,2008,8:50:47,-4.755,101.764,25,5.9, Bengkulu
22,11,2008,22:05:59,-4.61,101.219,35,5.1, Bengkulu
22,11,2008,18:56:09,-4.226,101.456,45,4, Bengkulu
22,11,2008,16:11:49,-4.483,101.421,23.4,5.7, Bengkulu
22,11,2008,16:01:01,-4.348,101.259,24,6.3, Bengkulu
22,11,2008,13:39:08,-2.76,100.829,80,4.5,Sungai Penuh
21,11,2008,15:37:33,-4.264,101.919,35,4.2,Bengkulu
16,11,2008,8:30:01,-5.398,102.254,28.8,4.5,Bengkulu
14,11,2008,7:02:47,-3.476,101.538,44.1,4.4, Bengkulu
11,11,2008,1:46:12,-4.151,102.186,65.9,5, Bengkulu
10,11,2008,6:29:29,-4.736,103.077,35,4.5, Pagar Alam
10,11,2008,5:58:37,-4.517,100.841,35,4.1, Bengkulu
4,11,2008,2:51:43,-3.746,102.033,77.7,4.6, Bengkulu
27,10,2008,0:04:43,-4.483,101.111,35,4.2, Bengkulu
26,10,2008,8:47:38,-5.571,102.76,35,4.4, Pagar Alam
26,10,2008,7:25:08,-5.657,102.701,35,4.5, Pagar Alam
19,10,2008,23:47:08,-4.636,103.248,81.3,4.7, Pagar Alam
12,10,2008,15:51:03,-4.326,102.366,37.6,4.7, Bengkulu
6,10,2008,17:35:32,-5.096,101.984,35,4.4, Bengkulu
1,10,2008,21:42:18,-4.601,100.826,35,4.9, Bengkulu
23,9,2008,8:16:25,-2.92,101.294,83.5,3.9, Sungai Penuh
18,9,2008,19:25:09,-5.179,103.672,40.1,4.4, Baturaja
17,9,2008,22:04:51,-4.337,104.606,189.4,4.4, Baturaja
17,9,2008,20:11:43,-5.212,102.22,18.1,5.1,Bengkulu
15,9,2008,4:22:02,-2.794,101.247,64.7,4.6, Sungai Penuh
13,9,2008,14:26:08,-3.905,103.085,48.4,4.3, Pagar Alam
9,9,2008,3:52:37,-3.698,103.274,35,4,Lahat
9,9,2008,3:07:27,-3.935,103.058,25.2,5.2, Pagar Alam
6,9,2008,20:43:26,-4.175,101.023,26.1,3.8, Bengkulu
4,9,2008,2:03:29,-2.629,101.134,89.2,4.3,Sungai Penuh
2,9,2008,0:06:49,-4.477,101.464,24,5, Bengkulu
29,8,2008,19:34:35,-3.496,101.627,50.4,4.9, Bengkulu
22,8,2008,7:21:22,-5.627,103.043,18.3,5.2, Pagar Alam
21,8,2008,22:15:59,-4.742,101.873,26.6,3.9, Southrern Sumatra
19,8,2008,18:00:39,-5.073,102.29,75.1,4.1,Bengkulu
17,8,2008,4:09:53,-5.03,102.4,35,4.5,Bengkulu
8,8,2008,14:00:16,-4.017,101.079,35,4.3,Bengkulu
8,8,2008,7:57:42,-4.556,102.699,35,4.9, Pagar Alam
8,8,2008,7:32:53,-3.907,100.993,36.3,5.3,Bengkulu
8,8,2008,7:15:27,-4.111,100.949,35,4.6, Bengkulu
8,8,2008,6:37:41,-3.942,101.076,23,5.8,Bengkulu
28,7,2008,12:35:04,-4.258,102.099,35,4.3, Bengkulu
27,7,2008,12:20:11,-4.037,100.808,35,4.4,Bengkulu
24,7,2008,13:21:50,-3.448,101.658,75.3,5.1, Bengkulu
22,7,2008,23:44:00,-2.95,100.902,35,4.2,Sungai Penuh
22,7,2008,14:24:18,-3.348,100.926,35,4.4,Sungai Penuh
13,7,2008,16:43:52,-4.634,101.848,35,3.9, Bengkulu
9,7,2008,22:33:14,-1.987,100.921,35,4.2, Sungai Penuh
9,7,2008,22:17:41,-1.831,101.137,53.9,5.3,Sungai Penuh
9,7,2008,18:46:00,-4.748,103.032,63.1,4.9, Pagar Alam
6,7,2008,18:03:18,-5.318,101.249,35,3.7, Bengkulu
30,6,2008,0:56:10,-2.514,100.879,40,4.3,Sungai Penuh
29,6,2008,7:23:54,-3.691,100.802,32.5,4.8,Bengkulu
26,6,2008,14:30:45,-4.994,101.659,35,3.9, Bengkulu
24,6,2008,21:43:12,-4.817,102.966,19,4.6, Pagar Alam
24,6,2008,19:14:44,-3.185,101.433,49,5.1, Bengkulu
24,6,2008,17:09:34,-5.119,101.624,10,4,Sumatra
20,6,2008,10:01:38,-3.086,101.267,58.4,5,Sungai Penuh
18,6,2008,4:27:23,-1.925,101.43,35,3.9,Sungai Penuh
15,6,2008,4:39:08,-5.634,103.427,35,4.1, Pagar Alam
11,6,2008,21:07:01,-3.67,100.943,35,4,Bengkulu
8,6,2008,16:45:17,-3.995,101.25,35,4.4,Bengkulu
6,6,2008,23:50:44,-2.221,101.975,35,4.1,Sungai Penuh
6,6,2008,15:16:05,-4.382,101.606,35,4.1,Bengkulu
27,5,2008,23:59:18,-3.738,100.837,28.9,4,Bengkulu
27,5,2008,8:06:30,-3.575,100.802,35,4.8,Bengkulu
23,5,2008,17:50:54,-3.612,101.392,146.4,3.8, Bengkulu
21,5,2008,23:23:09,-4.445,101.096,22.3,5.2, Bengkulu
21,5,2008,22:22:55,-4.129,101.272,19,5.5, Bengkulu
21,5,2008,20:17:34,-4.187,102.464,53.2,4.9, Bengkulu
21,5,2008,6:31:46,-4.713,103.043,35,4.6, Pagar Alam
20,5,2008,17:11:11,-3.204,101.408,45.2,5, Bengkulu
20,5,2008,17:08:00,-3.181,101.475,47.9,5.7, Bengkulu
18,5,2008,12:17:23,-3.202,101.409,32,5.7, Bengkulu
16,5,2008,2:00:04,-5.525,103.348,35,4, Pagar Alam
12,5,2008,4:58:48,-4.489,102.032,35,4.6, Bengkulu
11,5,2008,9:57:55,-3.957,101.027,26.4,4.6,Bengkulu
9,5,2008,20:37:00,-4.334,102.685,81,4.9, Pagar Alam
9,5,2008,15:39:29,-3.221,101.124,35,4.2,Sungai Penuh
6,5,2008,16:18:40,-2.103,102.201,180.9,4.3, Sungai Penuh
5,5,2008,7:24:40,-4.107,102.028,35,4.1,Bengkulu
3,5,2008,3:53:34,-3.015,101.319,50.4,5.3,Sungai Penuh
1,5,2008,17:44:54,-2.874,101.213,49.4,5,Sungai Penuh
30,4,2008,18:01:09,-4.238,103.277,108.9,4.8, Pagar Alam
27,4,2008,1:16:12,-3.266,101.407,46.4,5.2, Bengkulu
22,4,2008,17:59:01,-3.272,100.984,35,4.2,Sungai Penuh
22,4,2008,4:01:23,-4.409,100.93,35,3.9, Bengkulu
22,4,2008,3:09:40,-4.363,101.05,35,4.9, Bengkulu
21,4,2008,20:47:26,-2.982,101.299,100.4,4,Sungai Penuh
21,4,2008,11:05:32,-4.571,101.797,35,4.4, Bengkulu
19,4,2008,0:31:46,-3.437,101.652,35,4.1, Bengkulu
13,4,2008,10:43:17,-4.734,103.111,35,4.8, Pagar Alam
6,4,2008,19:01:21,-4.921,102.994,35,4.5, Pagar Alam
3,4,2008,2:58:42,-4.303,102.2,35,4.9, Bengkulu
2,4,2008,8:48:49,-4.346,102.717,67,5.7, Pagar Alam
31,3,2008,16:37:59,-2.932,101.117,63.7,4.7,Sungai Penuh
31,3,2008,15:47:48,-3.085,100.984,47.4,4.7,Sungai Penuh
31,3,2008,13:30:56,-2.859,101.177,50.4,5.1,Sungai Penuh
26,3,2008,14:04:56,-3.358,101.5,116.3,4.3, Bengkulu
24,3,2008,6:24:35,-2.703,100.945,35,4.5,Sungai Penuh
21,3,2008,5:26:50,-4.255,100.957,35,4.6, Bengkulu
16,3,2008,23:05:25,-2.897,101.095,35,5.2,Sungai Penuh
13,3,2008,20:53:26,-4.215,101.437,45,5, Bengkulu
12,3,2008,0:58:05,-3.654,100.859,29.8,5,Bengkulu
11,3,2008,23:45:55,-3.758,100.813,27.2,5,Bengkulu
4,3,2008,2:14:12,-3.788,102.022,35,3.9, Bengkulu
4,3,2008,1:45:10,-4.497,101.465,35,4.2, Bengkulu
3,3,2008,21:11:23,-4.455,101.462,33.4,5.4, Bengkulu
3,3,2008,17:48:32,-4.467,101.452,27.5,5.6, Bengkulu
3,3,2008,4:38:29,-4.661,102.552,35,4.6,Bengkulu
1,3,2008,21:13:36,-4.44,101.33,27,5.3, Bengkulu
1,3,2008,2:48:54,-3.252,101.062,35,4.2,Sungai Penuh
26,2,2008,18:18:27,-3.852,101.067,20,5.9,Bengkulu
24,2,2008,4:36:29,-3.741,101.986,44.2,5.2, Southrern Sumatra
21,2,2008,17:05:55,-4.363,102.496,79.1,4.8, Bengkulu
21,2,2008,16:53:21,-3.311,101.134,35,4.1, Bengkulu
20,2,2008,19:17:44,-4.086,101.249,18,4.1, Bengkulu
20,2,2008,10:30:07,-3.369,100.84,26.7,5,Sungai Penuh
19,2,2008,16:39:32,-4.29,101.046,35,4.1, Bengkulu
19,2,2008,6:29:53,-3.292,100.934,35.9,5.3,Sungai Penuh
14,2,2008,15:48:06,-4.612,102.588,35,4.3, Bengkulu
12,2,2008,1:29:40,-3.008,101.21,47.3,5.5,Sungai Penuh
11,2,2008,12:18:34,-5.165,102.02,36,4.9,Bengkulu
31,1,2008,18:57:24,-3.412,101.999,128.1,4,Bengkulu
28,1,2008,1:27:52,-3.051,100.948,35,3.8,Sungai Penuh
24,1,2008,12:03:40,-4.025,101.869,35,5.3, Bengkulu
23,1,2008,19:23:34,-2.83,101.224,50.9,5,Sungai Penuh
19,1,2008,16:02:04,-3.493,101.046,35,4.5, Bengkulu
17,1,2008,17:25:16,-3.039,101.003,45.6,4.8,Sungai Penuh
17,1,2008,9:12:04,-3.146,101.103,35,4.5,Sungai Penuh
15,1,2008,19:04:28,-4.53,102.078,34.9,4.4, Bengkulu
12,1,2008,1:21:36,-2.882,101.14,51.3,4.3,Sungai Penuh
6,1,2008,10:06:32,-4.867,103.096,35,5.1, Pagar Alam
5,1,2008,14:09:05,-4.446,102.108,35,4.2, Bengkulu
4,1,2008,7:29:18,-2.782,101.032,35,6,Sungai Penuh
3,1,2008,13:43:58,-4.544,101.015,35,4.2, Bengkulu
2,1,2008,3:56:20,-3.138,100.902,35,4.2,Sungai Penuh
1,1,2008,3:25:14,-3.371,101.167,35,4.5, Bengkulu
30,12,2007,3:50:19,-5.558,104.005,23.7,4.5, Kotabumi
27,12,2007,16:09:45,-4.517,101.15,26.8,4.8, Bengkulu
27,12,2007,0:17:12,-4.421,101.2,17.9,4.1, Bengkulu
26,12,2007,23:37:37,-4.301,101.452,26.2,4.3, Bengkulu
24,12,2007,21:21:52,-4.305,101.231,27.3,5.2, Bengkulu
24,12,2007,20:56:20,-4.328,101.294,25.7,5.2, Bengkulu
22,12,2007,16:32:15,-5.582,102.451,35,5.1, Pagar Alam
19,12,2007,3:07:56,-3.99,103.286,35,4.2, Pagar Alam
13,12,2007,4:15:58,-3.91,101.276,20.3,4.6,Bengkulu
12,12,2007,3:43:57,-4.523,100.837,22.7,5, Bengkulu
11,12,2007,19:30:47,-3.27,100.89,50.2,4.9,Sungai Penuh
10,12,2007,19:27:08,-4.109,101.046,40,4.9, Bengkulu
10,12,2007,6:54:22,-3.045,100.98,35,4.6,Sungai Penuh
7,12,2007,3:23:43,-3.223,101.169,35,4.9,Sungai Penuh
6,12,2007,18:17:21,-4.199,102.185,35,4.7, Bengkulu
1,12,2007,21:21:19,-4.454,101.365,27.4,5.1, Bengkulu
1,12,2007,18:41:22,-1.626,105.577,10,4.1,Sungailiat
1,12,2007,17:47:28,-4.62,101.364,10,5.3, Bengkulu
1,12,2007,1:53:07,-2.907,101.112,102.9,4.7,Sungai Penuh
1,12,2007,1:30:55,-2.766,101.247,71,4.8,Sungai Penuh
30,11,2007,16:55:33,-3.626,100.883,35,4.6,Bengkulu
29,11,2007,0:05:47,-2.864,101.137,35,5.4,Sungai Penuh
26,11,2007,1:32:27,-3.316,100.946,35,4.4,Sungai Penuh
25,11,2007,10:07:54,-5.046,102.21,35,4.9,Bengkulu
25,11,2007,7:54:46,-4.225,100.878,35,4.3, Bengkulu
25,11,2007,2:51:57,-2.808,101.162,55.9,5.9,Sungai Penuh
23,11,2007,19:42:08,-4.324,100.819,35,4.5, Bengkulu
23,11,2007,15:41:57,-4.524,101.17,35,4.1, Bengkulu
20,11,2007,22:59:28,-4.329,101.263,35,5.4, Bengkulu
19,11,2007,16:45:52,-3.116,101.193,33.1,4.7,Sungai Penuh
18,11,2007,8:27:21,-4.329,100.974,26.6,4.4, Bengkulu
16,11,2007,23:51:37,-4.956,101.98,13,4.3, Bengkulu
14,11,2007,14:27:09,-3.523,100.938,27,4.4, Bengkulu
14,11,2007,13:54:40,-4.662,101.003,35,3.7, Bengkulu
13,11,2007,21:50:54,-3.172,101.157,35,4.6,Sungai Penuh
11,11,2007,4:08:33,-3.61,100.832,35,4.4,Bengkulu
10,11,2007,9:43:31,-4.437,101.308,35,5.1, Bengkulu
5,11,2007,21:58:14,-3.737,101.092,25.2,5,Bengkulu
3,11,2007,18:10:49,-4.417,101.07,19.6,4.5, Bengkulu
3,11,2007,11:24:03,-4.019,101.013,35,4.2,Bengkulu
2,11,2007,3:20:08,-4.285,101.852,35,4.8,Bengkulu
31,10,2007,23:15:59,-5.034,101.025,35,4.9, Bengkulu
31,10,2007,15:54:42,-2.991,101.283,48,5.3,Sungai Penuh
31,10,2007,8:14:44,-3.548,100.92,27.4,4.2,Bengkulu
30,10,2007,6:32:26,-5.261,102.376,35,4.7,Bengkulu
25,10,2007,18:00:02,-4.13,101.121,61.4,4.9, Bengkulu
25,10,2007,5:25:33,-3.541,100.794,29.7,5.5,Bengkulu
24,10,2007,22:17:40,-4.055,100.89,35,3.7,Bengkulu
24,10,2007,21:34:08,-4.227,101.3,35,4.9, Bengkulu
24,10,2007,21:02:50,-3.899,101.02,21,6.8,Bengkulu
24,10,2007,1:45:23,-4.056,100.928,35,4.3,Bengkulu
22,10,2007,14:30:18,-3.471,101.788,42.6,4.8,Bengkulu
21,10,2007,22:35:18,-3.595,100.791,35,4.7,Bengkulu
21,10,2007,16:25:35,-3.592,100.859,27.6,5.6,Bengkulu
21,10,2007,16:25:25,-3.592,100.803,35,4.5,Bengkulu
21,10,2007,14:24:20,-3.591,100.803,35,5.5,Bengkulu
18,10,2007,19:55:54,-2.532,101.651,35,4.9,Sungai Penuh
18,10,2007,10:01:11,-3.415,101.685,39.4,4.9, Bengkulu
17,10,2007,23:08:53,-4.211,101.301,35,4.8, Bengkulu
17,10,2007,18:48:09,-4.395,101.378,35,4.2, Bengkulu
17,10,2007,18:00:53,-4.641,101.081,35,4.5, Bengkulu
16,10,2007,14:21:13,-3.363,101.275,35,4.3, Bengkulu
13,10,2007,16:53:01,-3.875,101.546,35,4, Bengkulu
13,10,2007,15:39:23,-3.273,100.995,35,3.7,Sungai Penuh
13,10,2007,13:52:03,-4.676,101.281,35,4.4, Bengkulu
13,10,2007,13:45:41,-4.429,101.479,35,4.4, Bengkulu
12,10,2007,18:30:29,-3.616,101.016,35,4.4,Bengkulu
12,10,2007,13:35:10,-4.308,102.259,35,4.6, Bengkulu
12,10,2007,9:29:14,-3.098,102.69,35,4.5,Lubuklinggau
11,10,2007,20:38:35,-3.9,100.978,35,5.4,Bengkulu
10,10,2007,11:04:20,-2.965,101.155,35,4.8,Sungai Penuh
8,10,2007,23:30:07,-2.758,100.966,61.1,4.5,Sungai Penuh
7,10,2007,19:52:04,-3.435,101.698,35,4.2, Bengkulu
7,10,2007,0:37:04,-3.205,101.153,48.1,4.6,Sungai Penuh
6,10,2007,22:24:34,-4.504,100.919,35,3.9, Bengkulu
6,10,2007,8:07:47,-3.067,100.963,35,4.6,Sungai Penuh
6,10,2007,8:06:53,-3.005,100.955,35,4.8,Sungai Penuh
5,10,2007,20:34:45,-4.005,100.829,35,4.7,Bengkulu
5,10,2007,15:39:08,-4.517,102.343,35,4.7, Bengkulu
5,10,2007,9:22:36,-4.376,101.337,35,5.1, Bengkulu
4,10,2007,21:55:56,-3.381,100.831,35,4.5,Sungai Penuh
3,10,2007,17:31:45,-4.474,101.027,35,4.3, Bengkulu
2,10,2007,4:45:15,-4.228,101.878,35,4.6,Bengkulu
2,10,2007,3:43:38,-4.24,101.212,22,5.9, Bengkulu
30,9,2007,5:48:31,-2.245,100.935,35,4.7,Sungai Penuh
29,9,2007,19:37:54,-3.806,101.833,37.4,4.6, Bengkulu
27,9,2007,17:53:16,-4.396,101.298,35,4.1, Bengkulu
27,9,2007,14:17:35,-3.006,101.431,35,4.5,Sungai Penuh
27,9,2007,8:07:43,-3.486,100.839,35,5, Bengkulu
27,9,2007,0:02:25,-5.008,102.756,35,4.4, Pagar Alam
26,9,2007,23:36:45,-3.957,101.465,35,4.4, Bengkulu
26,9,2007,5:54:45,-4.356,101.361,35,4.8, Bengkulu
26,9,2007,2:26:54,-3.962,101.582,27.7,4.5, Bengkulu
26,9,2007,1:54:10,-2.739,101.177,35,4.5,Sungai Penuh
25,9,2007,15:35:41,-2.641,101.887,35,4.3,Sungai Penuh
24,9,2007,21:25:48,-4.413,101.299,35,5, Bengkulu
24,9,2007,12:26:30,-4.385,101.465,35,5.3, Bengkulu
24,9,2007,5:42:10,-3.007,101.381,35,5,Sungai Penuh
24,9,2007,5:41:29,-3.295,100.961,35,4.5,Sungai Penuh
23,9,2007,23:24:06,-3.609,100.833,39.8,5,Bengkulu
23,9,2007,22:27:46,-3.596,100.835,26.7,5.1,Bengkulu
23,9,2007,22:23:57,-3.682,100.846,35,5.4,Bengkulu
23,9,2007,18:53:14,-2.367,102.037,197.7,3.8,Sungai Penuh
23,9,2007,16:45:46,-4.028,101.559,35,4.7, Bengkulu
23,9,2007,16:17:12,-3.124,101.374,8.9,4.8,Sungai Penuh
22,9,2007,8:03:39,-4.337,101.057,28.8,5, Bengkulu
22,9,2007,4:36:39,-2.784,100.81,30.7,4.8,Sungai Penuh
22,9,2007,4:35:14,-3.569,101.541,36.2,4.6, Bengkulu
22,9,2007,3:21:21,-2.729,101.313,35,4.4, Sungai Penuh
21,9,2007,22:07:24,-3.384,100.93,35,4.3, Bengkulu
21,9,2007,20:52:01,-3.397,101.185,35,4.6, Bengkulu
21,9,2007,4:45:25,-4.268,100.999,35,4.3, Bengkulu
